Black_footed_Albatross,黑足信天翁,非常大型的海鳥，整體為冷褐色，臉部帶白色調。有些成鳥有淡色腹部。幼鳥整體為較暗的褐色。通常單獨出現，但經常會跟其他海鳥和鷗混群覓食。除夏威夷等繁殖地外，很少從陸地上看見；偏好離岸海域。體型和外型都容易認；暗色的身體可跟更稀少的黑背信天翁區分，窄長的翅膀可跟褐鵜鶘區分。主食為烏賊、魷魚、飛魚、飛魚卵等。,非常大型的海鳥，整體為冷褐色，臉部帶白色調。有些成鳥有淡色腹部。幼鳥整體為較暗的褐色。通常單獨出現，但經常會跟其他海鳥和鷗混群覓食。除夏威夷等繁殖地外，很少從陸地上看見；偏好離岸海域。體型和外型都容易認；暗色的身體可跟更稀少的黑背信天翁區分，窄長的翅膀可跟褐鵜鶘區分。主食為烏賊、魷魚、飛魚、飛魚卵等。,https://ebird.org/species/bkfalb
Laysan_Albatross,莱萨信天翁,"A large seabird with very long, narrow wings; much larger than shearwaters and petrels. Unmistakable with white body, dingy pinkish bill, and dark markings on underwing. Fairly common offshore throughout North Pacific, as far north as the Bering Sea. Occasionally seen from shore. Breeds mainly in Hawaii, where it is often confiding and unafraid of humans. Nests on the ground in coastal areas of Kauai and northern Oahu; abundant in the Northwestern Hawaiian Islands. Smaller colonies also exist off Japan and Mexico. Calls include whinnying, low cow-like “moo,” soft grunts, and squeals. Also claps bill.",一种翅膀很长很窄的大型海鸟;比海鸥和海燕大得多。白色的身体，暗淡的粉红色的喙，翅膀下有深色的斑纹。在北太平洋沿岸相当常见，北至白令海。偶尔从岸上看到。主要在夏威夷繁殖，在那里它通常是信任和不怕人类。在考艾岛和瓦胡岛北部沿海地区的地面筑巢;在夏威夷群岛西北部丰富。日本和墨西哥附近也有较小的殖民地。叫声包括呜咽，像牛一样低的“哞”，柔和的咕噜声和尖叫声。也为比尔鼓掌。,https://ebird.org/species/layalb
Sooty_Albatross,烟信天翁,"A beautiful smoky-brown albatross with bright white eye crescents and an orange line running down the bill that gives this otherwise regal bird a goofy appearance. Unlike the otherwise similar Light-mantled Albatross, the present species’ dark head does not contrast with the rest of the body. Also note Light-mantled’s less obvious blue-gray bill line. Dark morph giant-petrels can be similar at a glance, but have larger, bulbous pink bills, and average more long-necked and hunch-backed in appearance. A pelagic species, ranging throughout much of the southern Atlantic and Indian Oceans. Nests on a handful of islands in that region, favoring areas with steep rocky slopes and tussock grass.",一只美丽的烟棕色信天翁，明亮的白色月牙眼，喙上有一条橙色的线条，这使这种原本威严的鸟看起来很傻。与其他类似的轻羽信天翁不同，现在的信天翁深色的头部与身体的其他部分没有对比。也要注意光罩的不太明显的蓝灰色喙线。乍一看，深色巨海燕很相似，但它们有更大的球状粉红色喙，平均脖子更长，背部驼背。一种远洋物种，分布在南大西洋和印度洋的大部分地区。在该地区的少数岛屿上筑巢，喜欢陡峭的岩石斜坡和草丛。,https://ebird.org/species/sooalb1
Groove_billed_Ani,沟嘴鸟,"Anis are bizarre, coal-black cuckoos with long floppy tails and unique, curiously tall, flattened bills. Groove-billed occurs in a variety of open and semi-open habitats in tropical lowlands and foothills, typically staying low in shrubs and grasses. Gregarious and not particularly graceful; usually seen crashing around awkwardly in small groups. Flies with choppy wingbeats and long glides. Widespread and common throughout Middle America, as far north as Texas. In South America, primarily occurs west of the Andes; also in inter-Andean valleys and lowlands of northern Colombia and Venezuela. Compare with the very similar Smooth-billed Ani, which overlaps locally. Note especially the bill shape: Groove-billed typically has a lower, more evenly rounded top edge to the bill without an obvious keel, and the lower edge of the bill is straighter. Grooves are distinctive but can be difficult to see. Voice is also important: listen for a sharp “PIT!-tooee” and other sharp clicks and whistles.",沟嘴鸟是一种奇怪的煤黑色杜鹃，长着柔软的长尾和独特的、高而扁平的喙。沟嘴鸟出现在热带低地和山麓的各种开放和半开放的栖息地，通常停留在低矮的灌木和草丛中。群居的，不特别优雅的;通常在小群中笨拙地乱撞。翅膀拍动起伏，滑翔时间长。广泛分布于美国中部，北至德克萨斯州。在南美洲，主要发生在安第斯山脉以西;也生长在安第斯山脉间的山谷和哥伦比亚北部和委内瑞拉的低地。与非常相似的光滑嘴阿尼相比，它们在局部重叠。特别注意嘴的形状:凹槽嘴通常有一个较低的，更均匀的圆形上边缘到嘴没有明显的龙骨，和嘴的下边缘更直。凹槽是独特的，但很难看到。声音也很重要:听一个尖锐的“PIT!”还有其他尖锐的咔哒声和哨声。,https://ebird.org/species/grbani
Crested_Auklet,冠海雀,"Dumpy, dark alcid with pale eyes; very small, only slightly larger than a sparrow. Note the thin white “whiskers” trailing backwards from behind each eye. Breeding birds are dark gray-black overall, with a droopy forward-arching crest and a bright orange bill with an uptilted gape which gives them a maniacally grinning appearance. Non-breeding adults and immatures are duller, with a smaller, darker bill and the barest hints of a crest. Breeds in immense colonies on remote rocky islands and forages out at sea. Very vocal at colonies, but also gives occasional yapping barks when out foraging in groups.",矮胖的，黑酸的，苍白的眼睛;非常小，只比麻雀稍大一点。注意从每只眼睛后面向后延伸的细细的白色“胡须”。繁殖的鸟整体呈深灰黑色，有下垂的前拱冠，亮橙色的喙上有一个向上倾斜的口，使它们看起来像在疯狂地笑。非繁殖期的成年和未成熟的是暗淡的，有一个更小，更暗的喙和最裸露的冠。在遥远的岩石岛屿上大量繁殖，在海上觅食。在群体中非常爱说话，但在集体外出觅食时偶尔也会发出吠叫。,https://ebird.org/species/creauk
Least_Auklet,小海雀,"An abundant tiny auklet, only slightly larger than a sparrow. Occurs in large colonies around rocky shores during summer, and in smaller flocks further from the coast during winter. Summer plumage appears messy with numerous gray spots around the belly. Winter plumage is more contrastingly marked with flashing white belly and shoulders. Gives frequent, consistent squawks and squeaks at colonies. Readily separable from other auklets due to its whiter plumage and smaller size.",数量众多的小海雀，只比麻雀稍大。夏季在岩石海岸附近的大群中出现，冬季在远离海岸的小群中出现。夏季的羽毛看起来凌乱，腹部周围有许多灰色斑点。冬季的羽毛则有鲜明的白色腹部和肩部。在蜂群里发出频繁的、持续的吱吱声。很容易从其他小海雀中分离出来，因为它的羽毛更白，体型更小。,https://ebird.org/species/leaauk
Parakeet_Auklet,鹦鹉海雀,"Dumpy, medium-sized alcid with a bright orange bill. Pale button eye and upturned gape give it a distinctly maniacal, smiling appearance. Blackish above and white below, with a long white “whisker” extending down from behind the eye in breeding season; in wintering birds, white extends up onto the throat. Clean white belly distinguishes this species from other similar auklets. Least Auklet has a similar color scheme but is half the size, has white cheeks in non-breeding plumage, and has white-mottled upperparts when breeding. Parakeet Auklet breeds on offshore island colonies, often with other auklet species; it winters offshore.",矮胖的，中等大小的酸，有亮橙色的嘴。苍白的纽扣眼和上翘的嘴巴给了它一种明显的疯狂、微笑的样子。上面黑色，下面白色，在繁殖季节，有长长的白色“须”从眼睛后面延伸下来;在越冬的鸟类中，白色一直延伸到喉咙。干净的白色腹部使这个物种与其他类似的小海雀区别开来。最小的小海雀有相似的配色方案，但只有一半大小，在非繁殖羽毛中有白色的脸颊，在繁殖时有白色斑驳的上半身。长尾小海雀在近海岛屿上繁殖，通常与其他小海雀物种在一起;它在近海过冬。,https://ebird.org/species/parauk
Rhinoceros_Auklet,犀牛海雀,"Gray seabird shaped like a football. Breeding plumage shows white belly and thin white eyebrow and mustache. Distinctive stout orange bill with pale vertical protrusion at base. Nonbreeding birds have a plainer face and lack ""horn"" on bill; juveniles have gray bill. Longer bill than other auklets with a flatter head. Breeds on offshore islands; otherwise found at sea, usually alone. Dives underwater for fish.",形状像足球的灰色海鸟。繁殖羽毛呈白色腹部，细白色眉毛和小胡子。独特的粗壮的桔黄色喙，基部有苍白的垂直突起。非繁殖期的鸟有一个简单的脸和缺乏“角”的喙;幼鸟的喙是灰色的。喙比其他小海雀长，头部较平。在近海岛屿上的品种;否则在海上发现，通常是单独的。潜入水下捕鱼。,https://ebird.org/species/rhiauk
Brewer_Blackbird,布鲁尔黑鸟,"Breeding males are glossy black with purplish head and greenish sheen on body. Nonbreeding males have pale eyebrows and staring yellow eye. Females are plain dark brown and typically have dark eyes. Forages by walking on ground. Sometimes in mixed flocks with other blackbirds at feedlots. Also, walks along parking lots, golf courses, or roadsides. Females similar to Brown-headed Cowbird, but with longer, thinner bill and longer tail than cowbird.",繁殖的雄性是有光泽的黑色，头部略带紫色，身体有绿色光泽。不能繁殖的雄性有苍白的眉毛和瞪大的黄眼睛。雌性是普通的深棕色，通常有黑色的眼睛。在地面上行走觅食。有时在饲养场与其他黑鸟混在一起。也可以沿着停车场、高尔夫球场或路边散步。雌性与棕头牛头鸟相似，但比牛头鸟的喙更长，更细，尾巴更长。,https://ebird.org/species/brebla
Red_winged_Blackbird,红翅黑鹂,红翅黑鹂，北美大陆数量最多的鸟类之一。个头大致是麻雀的两倍大，鸽子的一半大。体型比较敦实，标志性特征是橙红镶黄边的肩章。此肩章的大小和亮丽程度是他们吸引雌性以及驱赶雄性的重要指标。红翅黑鹂喜欢开阔的湿地，主要以昆虫为食，也吃一些谷物，种籽。雌性红翅黑鹂将巢筑于接近地面的灌木丛中，或者接近水面的沼泽从中。因为红翅黑鹂族群数量与亚种的不同，研究发现它们受到环境的影响胜过基因对其的影响，具体体现在将它们被人为的挪窝更换父母后，其与继父继母的相似度更高。,红翅黑鹂，北美大陆数量最多的鸟类之一。个头大致是麻雀的两倍大，鸽子的一半大。体型比较敦实，标志性特征是橙红镶黄边的肩章。此肩章的大小和亮丽程度是他们吸引雌性以及驱赶雄性的重要指标。红翅黑鹂喜欢开阔的湿地，主要以昆虫为食，也吃一些谷物，种籽。雌性红翅黑鹂将巢筑于接近地面的灌木丛中，或者接近水面的沼泽从中。因为红翅黑鹂族群数量与亚种的不同，研究发现它们受到环境的影响胜过基因对其的影响，具体体现在将它们被人为的挪窝更换父母后，其与继父继母的相似度更高。,https://www.douban.com/note/759402572/?_i=6899238s9uv6v9
